hf_name,genexpert_site,hf_type,hf_tb_type,fy,province,district,summary_group,normes,item_name,num,den,section
gahini cs,no,health center,ct,2021-2022,eastern,kayonza,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,"durant le mois passé, combien de jours le microscope optique ou led était opérationnel ?",30.0,30.0,diagnosis
gahini cs,no,health center,ct,2021-2022,eastern,kayonza,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,vérifier  pour les 5 derniers cas éligibles à la culture  et dst si les résultats sont disponibles avec bon de résultat du lnr disponible,5.0,5.0,diagnosis
gahini cs,no,health center,ct,2021-2022,eastern,kayonza,"is active case finding conducted in tb high risk groups?[questions 2, 8 and 9]","pour tout  patient  tpb+,  les examens de contacts doivent êre  réalisée  au debut et à la fin du traitement du cas-index?","sur les 5 derniers patients tpb+ (cohorte enregistre trois trimestres auparavant) , pour combien les investigations de contacts ont été réalisées au debut et à la fin du traitement du cas-index?",5.0,5.0,screening
gahini cs,no,health center,ct,2021-2022,eastern,kayonza,"is active case finding conducted in tb high risk groups?[questions 2, 8 and 9]",tout enfant < 5ans vivant avec un cas tpb+ qui n'a pas developpé la  tb active doit etre mis sous inh.,verifier les enfants de moins de 5 ans tb contact sur  les fiches de traitement tpb+ s'ils ont commencé le traitement inh (excepté celui diagnostiqué de tb),5.0,5.0,screening
gahini cs,no,health center,ct,2021-2022,eastern,kayonza,"is active case finding conducted in tb high risk groups?[questions 2, 8 and 9]","les enfants   en consultation  dans le service de pecime,  doivent bénéfier du screening tb.","sur les 10 derniers enfants  enregistrées dans le service de pecime,  combien ont bénéfié du screening tb?",10.0,10.0,screening
gahini cs,no,health center,ct,2021-2022,eastern,kayonza,"is active case finding conducted in tb high risk groups?[questions 2, 8 and 9]",,"parmis des enfants dont on a fait le screening de la tb positif durant les deux trimestres precedents, combien ont beneficie du test d'intra dermo reaction a la tuberculine ou de l'examen de laboratoire?",1.0,1.0,screening
gahini cs,no,health center,ct,2021-2022,eastern,kayonza,"are tb patients early initiated on tb treatment and on art (if indicated), and their bacteriological control performed according to guidelines?[questions 16, 17, 18 and 19]",le traitement anti tb doit etre initié au plus tard le lendemain du diagnostic tb ?,"sur les 5 derniers cas tb sous anti-tb, combien ont initié le traitement tb au plus tard le lendemain du diagnostic tb ?",5.0,5.0,treatment
gahini cs,no,health center,ct,2021-2022,eastern,kayonza,"are tb patients early initiated on tb treatment and on art (if indicated), and their bacteriological control performed according to guidelines?[questions 16, 17, 18 and 19]",,"sur les 5 derniers cas tb sous anti-tb, combien parmi eux le dosage concorde avec le poids?",5.0,5.0,treatment
gahini cs,no,health center,ct,2021-2022,eastern,kayonza,does the bmi monitored for tb patients and nutritional support provided to the eligible patients?[questions new_70 and new_71],le suivi  nutrinionnel doit etre fait mensuellement pour chaque patient sous anti tb.,"sur les 5 derniers patients, combien de patients dont le  poids est mentionne sur la fiche chaque mois ainsi que le bmi calcule au debut du traitement tb",0.0,5.0,treatment
gahini cs,no,health center,ct,2021-2022,eastern,kayonza,"are tb patients early initiated on tb treatment and on art (if indicated), and their bacteriological control performed according to guidelines?[questions 16, 17, 18 and 19]","pour tout tb vih+  sous anti-tb enregistrés  le trimestre précédent il y a 8 semaines  , les arv doivent etre systematiquement admistres    avec date de début et régime précisés .","sur les 5 derniers cas tb vih+ sous anti-tb et enregistrés  le trimestre précédent, combien ont  ete mis  sous arv endeans 8 semaines?",5.0,5.0,treatment
gahini cs,no,health center,ct,2021-2022,eastern,kayonza,"are tb patients early initiated on tb treatment and on art (if indicated), and their bacteriological control performed according to guidelines?[questions 16, 17, 18 and 19]","le  ""one stop tb hiv service"" doit etre fonctionnel  dans toute les fosa","la fosa (cdt ou ct) possede un bureau de ""one stop tb hiv service"" fonctionnel?",1.0,1.0,treatment
gahini dh,yes,hospital,cdt,2021-2022,eastern,kayonza,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,"sur les 10 derniers patients hospitalises( 5 pediatrie,5medecine interne), combien ont beneficie  du screening de la tb et prise en charge selon le protocole?",8.0,10.0,diagnosis
gahini dh,yes,hospital,cdt,2021-2022,eastern,kayonza,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,"sur les 10 derniers cas presumes tb, combien ont beneficies des examens d'investigations (un ou plusieurs examens selon le cas).",10.0,10.0,diagnosis
gahini dh,yes,hospital,cdt,2021-2022,eastern,kayonza,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,"sur les échantillons reçus   il y a 3 jours, vérifier si les résultats sont mentionnés dans le registre de lab",3.0,3.0,diagnosis
gahini dh,yes,hospital,cdt,2021-2022,eastern,kayonza,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,"pour les sites xpert, sur les 10 derniers patients présumés tb éligibles pour xpert et dont leurs échantillons ont été examinés par xpert, combien ont  les résultats xpert disponibles endéans 3 jours de réception de l'échantillon?",10.0,10.0,diagnosis
gahini dh,yes,hospital,cdt,2021-2022,eastern,kayonza,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,"durant le mois passé, combien de jours le microscope optique ou led était opérationnel ?",30.0,30.0,diagnosis
gahini dh,yes,hospital,cdt,2021-2022,eastern,kayonza,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",la machine xpert doit être  regulierement opérationnelle dans les sites gnexpert,"pour les sites xpert, durant le mois passé, combien de jours la machine xpert était opérationnelle ?",10.0,30.0,diagnosis
gahini dh,yes,hospital,cdt,2021-2022,eastern,kayonza,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,vérifier  pour les 5 derniers cas éligibles à la culture  et dst si les résultats sont disponibles avec bon de résultat du lnr disponible,0.0,5.0,diagnosis
gahini dh,yes,hospital,cdt,2021-2022,eastern,kayonza,"is active case finding conducted in tb high risk groups?[questions 2, 8 and 9]","pour tout  patient  tpb+,  les examens de contacts doivent êre  réalisée  au debut et à la fin du traitement du cas-index?","sur les 5 derniers patients tpb+ (cohorte enregistre trois trimestres auparavant) , pour combien les investigations de contacts ont été réalisées au debut et à la fin du traitement du cas-index?",5.0,5.0,screening
gahini dh,yes,hospital,cdt,2021-2022,eastern,kayonza,"is active case finding conducted in tb high risk groups?[questions 2, 8 and 9]",tout enfant < 5ans vivant avec un cas tpb+ qui n'a pas developpé la  tb active doit etre mis sous inh.,verifier les enfants de moins de 5 ans tb contact sur  les fiches de traitement tpb+ s'ils ont commencé le traitement inh (excepté celui diagnostiqué de tb),5.0,5.0,screening
gahini dh,yes,hospital,cdt,2021-2022,eastern,kayonza,"are tb patients early initiated on tb treatment and on art (if indicated), and their bacteriological control performed according to guidelines?[questions 16, 17, 18 and 19]",le traitement anti tb doit etre initié au plus tard le lendemain du diagnostic tb ?,"sur les 5 derniers cas tb sous anti-tb, combien ont initié le traitement tb au plus tard le lendemain du diagnostic tb ?",5.0,5.0,treatment
gahini dh,yes,hospital,cdt,2021-2022,eastern,kayonza,"are tb patients early initiated on tb treatment and on art (if indicated), and their bacteriological control performed according to guidelines?[questions 16, 17, 18 and 19]",,"sur les 5 derniers cas tb sous anti-tb, combien parmi eux le dosage concorde avec le poids?",5.0,5.0,treatment
gahini dh,yes,hospital,cdt,2021-2022,eastern,kayonza,does the bmi monitored for tb patients and nutritional support provided to the eligible patients?[questions new_70 and new_71],le suivi  nutrinionnel doit etre fait mensuellement pour chaque patient sous anti tb.,"sur les 5 derniers patients, combien de patients dont le  poids est mentionne sur la fiche chaque mois ainsi que le bmi calcule au debut du traitement tb",5.0,5.0,treatment
gahini dh,yes,hospital,cdt,2021-2022,eastern,kayonza,does the bmi monitored for tb patients and nutritional support provided to the eligible patients?[questions new_70 and new_71],,verifier sur les 5  patients ayant bmi< a 18.5 s'il ont recu csb selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),5.0,5.0,treatment
gahini dh,yes,hospital,cdt,2021-2022,eastern,kayonza,"are tb patients early initiated on tb treatment and on art (if indicated), and their bacteriological control performed according to guidelines?[questions 16, 17, 18 and 19]","pour tout tb vih+  sous anti-tb enregistrés  le trimestre précédent il y a 8 semaines  , les arv doivent etre systematiquement admistres    avec date de début et régime précisés .","sur les 5 derniers cas tb vih+ sous anti-tb et enregistrés  le trimestre précédent, combien ont  ete mis  sous arv endeans 8 semaines?",5.0,5.0,treatment
gahini dh,yes,hospital,cdt,2021-2022,eastern,kayonza,"are tb patients early initiated on tb treatment and on art (if indicated), and their bacteriological control performed according to guidelines?[questions 16, 17, 18 and 19]","le  ""one stop tb hiv service"" doit etre fonctionnel  dans toute les fosa","la fosa (cdt ou ct) possede un bureau de ""one stop tb hiv service"" fonctionnel?",1.0,1.0,treatment
rukara cs,no,health center,cdt,2021-2022,eastern,kayonza,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,"sur les 10 derniers patients hospitalises( 5 pediatrie,5medecine interne), combien ont beneficie  du screening de la tb et prise en charge selon le protocole?",10.0,10.0,diagnosis
rukara cs,no,health center,cdt,2021-2022,eastern,kayonza,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,"sur les 10 derniers cas presumes tb, combien ont beneficies des examens d'investigations (un ou plusieurs examens selon le cas).",10.0,10.0,diagnosis
rukara cs,no,health center,cdt,2021-2022,eastern,kayonza,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,"sur les échantillons reçus   il y a 3 jours, vérifier si les résultats sont mentionnés dans le registre de lab",3.0,3.0,diagnosis
rukara cs,no,health center,cdt,2021-2022,eastern,kayonza,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,"pour les sites xpert, sur les 10 derniers patients présumés tb éligibles pour xpert et dont leurs échantillons ont été examinés par xpert, combien ont  les résultats xpert disponibles endéans 3 jours de réception de l'échantillon?",10.0,10.0,diagnosis
rukara cs,no,health center,cdt,2021-2022,eastern,kayonza,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,"durant le mois passé, combien de jours le microscope optique ou led était opérationnel ?",30.0,30.0,diagnosis
rukara cs,no,health center,cdt,2021-2022,eastern,kayonza,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,vérifier  pour les 5 derniers cas éligibles à la culture  et dst si les résultats sont disponibles avec bon de résultat du lnr disponible,0.0,5.0,diagnosis
rukara cs,no,health center,cdt,2021-2022,eastern,kayonza,"is active case finding conducted in tb high risk groups?[questions 2, 8 and 9]","pour tout  patient  tpb+,  les examens de contacts doivent êre  réalisée  au debut et à la fin du traitement du cas-index?","sur les 5 derniers patients tpb+ (cohorte enregistre trois trimestres auparavant) , pour combien les investigations de contacts ont été réalisées au debut et à la fin du traitement du cas-index?",5.0,5.0,screening
rukara cs,no,health center,cdt,2021-2022,eastern,kayonza,"is active case finding conducted in tb high risk groups?[questions 2, 8 and 9]",tout enfant < 5ans vivant avec un cas tpb+ qui n'a pas developpé la  tb active doit etre mis sous inh.,verifier les enfants de moins de 5 ans tb contact sur  les fiches de traitement tpb+ s'ils ont commencé le traitement inh (excepté celui diagnostiqué de tb),5.0,5.0,screening
rukara cs,no,health center,cdt,2021-2022,eastern,kayonza,"is active case finding conducted in tb high risk groups?[questions 2, 8 and 9]","les enfants   en consultation  dans le service de pecime,  doivent bénéfier du screening tb.","sur les 10 derniers enfants  enregistrées dans le service de pecime,  combien ont bénéfié du screening tb?",10.0,10.0,screening
rukara cs,no,health center,cdt,2021-2022,eastern,kayonza,"is active case finding conducted in tb high risk groups?[questions 2, 8 and 9]",,"parmis des enfants dont on a fait le screening de la tb positif durant les deux trimestres precedents, combien ont beneficie du test d'intra dermo reaction a la tuberculine ou de l'examen de laboratoire?",16.0,16.0,screening
rukara cs,no,health center,cdt,2021-2022,eastern,kayonza,"are tb patients early initiated on tb treatment and on art (if indicated), and their bacteriological control performed according to guidelines?[questions 16, 17, 18 and 19]",le traitement anti tb doit etre initié au plus tard le lendemain du diagnostic tb ?,"sur les 5 derniers cas tb sous anti-tb, combien ont initié le traitement tb au plus tard le lendemain du diagnostic tb ?",5.0,5.0,treatment
rukara cs,no,health center,cdt,2021-2022,eastern,kayonza,"are tb patients early initiated on tb treatment and on art (if indicated), and their bacteriological control performed according to guidelines?[questions 16, 17, 18 and 19]",,"sur les 5 derniers cas tb sous anti-tb, combien parmi eux le dosage concorde avec le poids?",5.0,5.0,treatment
rukara cs,no,health center,cdt,2021-2022,eastern,kayonza,does the bmi monitored for tb patients and nutritional support provided to the eligible patients?[questions new_70 and new_71],le suivi  nutrinionnel doit etre fait mensuellement pour chaque patient sous anti tb.,"sur les 5 derniers patients, combien de patients dont le  poids est mentionne sur la fiche chaque mois ainsi que le bmi calcule au debut du traitement tb",3.0,5.0,treatment
rukara cs,no,health center,cdt,2021-2022,eastern,kayonza,does the bmi monitored for tb patients and nutritional support provided to the eligible patients?[questions new_70 and new_71],,verifier sur les 5  patients ayant bmi< a 18.5 s'il ont recu csb selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),5.0,5.0,treatment
rukara cs,no,health center,cdt,2021-2022,eastern,kayonza,"are tb patients early initiated on tb treatment and on art (if indicated), and their bacteriological control performed according to guidelines?[questions 16, 17, 18 and 19]","pour tout tb vih+  sous anti-tb enregistrés  le trimestre précédent il y a 8 semaines  , les arv doivent etre systematiquement admistres    avec date de début et régime précisés .","sur les 5 derniers cas tb vih+ sous anti-tb et enregistrés  le trimestre précédent, combien ont  ete mis  sous arv endeans 8 semaines?",5.0,5.0,treatment
rukara cs,no,health center,cdt,2021-2022,eastern,kayonza,"are tb patients early initiated on tb treatment and on art (if indicated), and their bacteriological control performed according to guidelines?[questions 16, 17, 18 and 19]","le  ""one stop tb hiv service"" doit etre fonctionnel  dans toute les fosa","la fosa (cdt ou ct) possede un bureau de ""one stop tb hiv service"" fonctionnel?",1.0,1.0,treatment
mukarange cs,no,health center,cdt,2021-2022,eastern,kayonza,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,"sur les 10 derniers patients hospitalises( 5 pediatrie,5medecine interne), combien ont beneficie  du screening de la tb et prise en charge selon le protocole?",10.0,10.0,diagnosis
mukarange cs,no,health center,cdt,2021-2022,eastern,kayonza,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,"sur les 10 derniers cas presumes tb, combien ont beneficies des examens d'investigations (un ou plusieurs examens selon le cas).",10.0,10.0,diagnosis
mukarange cs,no,health center,cdt,2021-2022,eastern,kayonza,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,"sur les échantillons reçus   il y a 3 jours, vérifier si les résultats sont mentionnés dans le registre de lab",3.0,3.0,diagnosis
mukarange cs,no,health center,cdt,2021-2022,eastern,kayonza,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,"durant le mois passé, combien de jours le microscope optique ou led était opérationnel ?",30.0,30.0,diagnosis
mukarange cs,no,health center,cdt,2021-2022,eastern,kayonza,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,vérifier  pour les 5 derniers cas éligibles à la culture  et dst si les résultats sont disponibles avec bon de résultat du lnr disponible,0.0,5.0,diagnosis
mukarange cs,no,health center,cdt,2021-2022,eastern,kayonza,"is active case finding conducted in tb high risk groups?[questions 2, 8 and 9]","pour tout  patient  tpb+,  les examens de contacts doivent êre  réalisée  au debut et à la fin du traitement du cas-index?","sur les 5 derniers patients tpb+ (cohorte enregistre trois trimestres auparavant) , pour combien les investigations de contacts ont été réalisées au debut et à la fin du traitement du cas-index?",5.0,5.0,screening
mukarange cs,no,health center,cdt,2021-2022,eastern,kayonza,"is active case finding conducted in tb high risk groups?[questions 2, 8 and 9]",tout enfant < 5ans vivant avec un cas tpb+ qui n'a pas developpé la  tb active doit etre mis sous inh.,verifier les enfants de moins de 5 ans tb contact sur  les fiches de traitement tpb+ s'ils ont commencé le traitement inh (excepté celui diagnostiqué de tb),5.0,5.0,screening
mukarange cs,no,health center,cdt,2021-2022,eastern,kayonza,"is active case finding conducted in tb high risk groups?[questions 2, 8 and 9]","les enfants   en consultation  dans le service de pecime,  doivent bénéfier du screening tb.","sur les 10 derniers enfants  enregistrées dans le service de pecime,  combien ont bénéfié du screening tb?",10.0,10.0,screening
mukarange cs,no,health center,cdt,2021-2022,eastern,kayonza,"are tb patients early initiated on tb treatment and on art (if indicated), and their bacteriological control performed according to guidelines?[questions 16, 17, 18 and 19]",le traitement anti tb doit etre initié au plus tard le lendemain du diagnostic tb ?,"sur les 5 derniers cas tb sous anti-tb, combien ont initié le traitement tb au plus tard le lendemain du diagnostic tb ?",1.0,5.0,treatment
mukarange cs,no,health center,cdt,2021-2022,eastern,kayonza,"are tb patients early initiated on tb treatment and on art (if indicated), and their bacteriological control performed according to guidelines?[questions 16, 17, 18 and 19]",,"sur les 5 derniers cas tb sous anti-tb, combien parmi eux le dosage concorde avec le poids?",2.0,5.0,treatment
mukarange cs,no,health center,cdt,2021-2022,eastern,kayonza,"are tb patients early initiated on tb treatment and on art (if indicated), and their bacteriological control performed according to guidelines?[questions 16, 17, 18 and 19]",,"sur les 5 derniers patients tpb+, combien ont tous les examens de contrôle bacilloscopique réalisés selon les normes du programme (fin de la phase intensive, au cours du 5 mois et a la fin du 5ieme mois , à la fin du traitement)?",2.0,4.0,treatment
mukarange cs,no,health center,cdt,2021-2022,eastern,kayonza,does the bmi monitored for tb patients and nutritional support provided to the eligible patients?[questions new_70 and new_71],le suivi  nutrinionnel doit etre fait mensuellement pour chaque patient sous anti tb.,"sur les 5 derniers patients, combien de patients dont le  poids est mentionne sur la fiche chaque mois ainsi que le bmi calcule au debut du traitement tb",3.0,5.0,treatment
mukarange cs,no,health center,cdt,2021-2022,eastern,kayonza,does the bmi monitored for tb patients and nutritional support provided to the eligible patients?[questions new_70 and new_71],,verifier sur les 5  patients ayant bmi< a 18.5 s'il ont recu csb selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),0.0,5.0,treatment
mukarange cs,no,health center,cdt,2021-2022,eastern,kayonza,"are tb patients early initiated on tb treatment and on art (if indicated), and their bacteriological control performed according to guidelines?[questions 16, 17, 18 and 19]","pour tout tb vih+  sous anti-tb enregistrés  le trimestre précédent il y a 8 semaines  , les arv doivent etre systematiquement admistres    avec date de début et régime précisés .","sur les 5 derniers cas tb vih+ sous anti-tb et enregistrés  le trimestre précédent, combien ont  ete mis  sous arv endeans 8 semaines?",5.0,5.0,treatment
mukarange cs,no,health center,cdt,2021-2022,eastern,kayonza,"are tb patients early initiated on tb treatment and on art (if indicated), and their bacteriological control performed according to guidelines?[questions 16, 17, 18 and 19]","le  ""one stop tb hiv service"" doit etre fonctionnel  dans toute les fosa","la fosa (cdt ou ct) possede un bureau de ""one stop tb hiv service"" fonctionnel?",1.0,1.0,treatment
rutare (kayonza) cs,no,health center,ct,2021-2022,eastern,kayonza,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,"sur les 10 derniers patients hospitalises( 5 pediatrie,5medecine interne), combien ont beneficie  du screening de la tb et prise en charge selon le protocole?",10.0,10.0,diagnosis
rutare (kayonza) cs,no,health center,ct,2021-2022,eastern,kayonza,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,"sur les échantillons reçus   il y a 3 jours, vérifier si les résultats sont mentionnés dans le registre de lab",3.0,3.0,diagnosis
rutare (kayonza) cs,no,health center,ct,2021-2022,eastern,kayonza,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,"durant le mois passé, combien de jours le microscope optique ou led était opérationnel ?",30.0,30.0,diagnosis
rutare (kayonza) cs,no,health center,ct,2021-2022,eastern,kayonza,"is active case finding conducted in tb high risk groups?[questions 2, 8 and 9]","pour tout  patient  tpb+,  les examens de contacts doivent êre  réalisée  au debut et à la fin du traitement du cas-index?","sur les 5 derniers patients tpb+ (cohorte enregistre trois trimestres auparavant) , pour combien les investigations de contacts ont été réalisées au debut et à la fin du traitement du cas-index?",5.0,5.0,screening
rutare (kayonza) cs,no,health center,ct,2021-2022,eastern,kayonza,"is active case finding conducted in tb high risk groups?[questions 2, 8 and 9]","les enfants   en consultation  dans le service de pecime,  doivent bénéfier du screening tb.","sur les 10 derniers enfants  enregistrées dans le service de pecime,  combien ont bénéfié du screening tb?",10.0,10.0,screening
rutare (kayonza) cs,no,health center,ct,2021-2022,eastern,kayonza,"are tb patients early initiated on tb treatment and on art (if indicated), and their bacteriological control performed according to guidelines?[questions 16, 17, 18 and 19]",le traitement anti tb doit etre initié au plus tard le lendemain du diagnostic tb ?,"sur les 5 derniers cas tb sous anti-tb, combien ont initié le traitement tb au plus tard le lendemain du diagnostic tb ?",5.0,5.0,treatment
rutare (kayonza) cs,no,health center,ct,2021-2022,eastern,kayonza,"are tb patients early initiated on tb treatment and on art (if indicated), and their bacteriological control performed according to guidelines?[questions 16, 17, 18 and 19]",,"sur les 5 derniers cas tb sous anti-tb, combien parmi eux le dosage concorde avec le poids?",5.0,5.0,treatment
rutare (kayonza) cs,no,health center,ct,2021-2022,eastern,kayonza,does the bmi monitored for tb patients and nutritional support provided to the eligible patients?[questions new_70 and new_71],le suivi  nutrinionnel doit etre fait mensuellement pour chaque patient sous anti tb.,"sur les 5 derniers patients, combien de patients dont le  poids est mentionne sur la fiche chaque mois ainsi que le bmi calcule au debut du traitement tb",5.0,5.0,treatment
rutare (kayonza) cs,no,health center,ct,2021-2022,eastern,kayonza,does the bmi monitored for tb patients and nutritional support provided to the eligible patients?[questions new_70 and new_71],,verifier sur les 5  patients ayant bmi< a 18.5 s'il ont recu csb selon les  directives du programme ( 7.5kg/mois/patient pendant 6mois),5.0,5.0,treatment
rutare (kayonza) cs,no,health center,ct,2021-2022,eastern,kayonza,"are tb patients early initiated on tb treatment and on art (if indicated), and their bacteriological control performed according to guidelines?[questions 16, 17, 18 and 19]","pour tout tb vih+  sous anti-tb enregistrés  le trimestre précédent il y a 8 semaines  , les arv doivent etre systematiquement admistres    avec date de début et régime précisés .","sur les 5 derniers cas tb vih+ sous anti-tb et enregistrés  le trimestre précédent, combien ont  ete mis  sous arv endeans 8 semaines?",5.0,5.0,treatment
rutare (kayonza) cs,no,health center,ct,2021-2022,eastern,kayonza,"are tb patients early initiated on tb treatment and on art (if indicated), and their bacteriological control performed according to guidelines?[questions 16, 17, 18 and 19]","le  ""one stop tb hiv service"" doit etre fonctionnel  dans toute les fosa","la fosa (cdt ou ct) possede un bureau de ""one stop tb hiv service"" fonctionnel?",1.0,1.0,treatment
kinazi cs,no,health center,ct,2021-2022,southern,ruhango_district,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,"sur les 10 derniers patients hospitalises( 5 pediatrie,5medecine interne), combien ont beneficie  du screening de la tb et prise en charge selon le protocole?",3.0,10.0,diagnosis
kinazi cs,no,health center,ct,2021-2022,southern,ruhango_district,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,"sur les 10 derniers cas presumes tb, combien ont beneficies des examens d'investigations (un ou plusieurs examens selon le cas).",2.0,10.0,diagnosis
kinazi cs,no,health center,ct,2021-2022,southern,ruhango_district,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,"sur les échantillons reçus   il y a 3 jours, vérifier si les résultats sont mentionnés dans le registre de lab",3.0,3.0,diagnosis
kinazi cs,no,health center,ct,2021-2022,southern,ruhango_district,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,"pour les sites xpert, sur les 10 derniers patients présumés tb éligibles pour xpert et dont leurs échantillons ont été examinés par xpert, combien ont  les résultats xpert disponibles endéans 3 jours de réception de l'échantillon?",10.0,10.0,diagnosis
kinazi cs,no,health center,ct,2021-2022,southern,ruhango_district,"are tb diagnostics continuously functional (microscopy and expert) and their results available timely (microscopy, expert and culture)?[questions 3, 4, 5, 6 and 7]",,vérifier  pour les 5 derniers cas éligibles à la culture  et dst si les résultats sont disponibles avec bon de résultat du lnr disponible,5.0,5.0,diagnosis
kinazi cs,no,health center,ct,2021-2022,southern,ruhango_district,"is active case finding conducted in tb high risk groups?[questions 2, 8 and 9]","pour tout  patient  tpb+,  les examens de contacts doivent êre  réalisée  au debut et à la fin du traitement du cas-index?","sur les 5 derniers patients tpb+ (cohorte enregistre trois trimestres auparavant) , pour combien les investigations de contacts ont été réalisées au debut et à la fin du traitement du cas-index?",4.0,5.0,screening
kinazi cs,no,health center,ct,2021-2022,southern,ruhango_district,"is active case finding conducted in tb high risk groups?[questions 2, 8 and 9]",tout enfant < 5ans vivant avec un cas tpb+ qui n'a pas developpé la  tb active doit etre mis sous inh.,verifier les enfants de moins de 5 ans tb contact sur  les fiches de traitement tpb+ s'ils ont commencé le traitement inh (excepté celui diagnostiqué de tb),5.0,5.0,screening
kinazi cs,no,health center,ct,2021-2022,southern,ruhango_district,"is active case finding conducted in tb high risk groups?[questions 2, 8 and 9]","les enfants   en consultation  dans le service de pecime,  doivent bénéfier du screening tb.","sur les 10 derniers enfants  enregistrées dans le service de pecime,  combien ont bénéfié du screening tb?",9.0,10.0,screening
kinazi cs,no,health center,ct,2021-2022,southern,ruhango_district,"is active case finding conducted in tb high risk groups?[questions 2, 8 and 9]",,"parmis des enfants dont on a fait le screening de la tb positif durant les deux trimestres precedents, combien ont beneficie du test d'intra dermo reaction a la tuberculine ou de l'examen de laboratoire?",0.0,21.0,screening
kinazi cs,no,health center,ct,2021-2022,southern,ruhango_district,"are tb patients early initiated on tb treatment and on art (if indicated), and their bacteriological control performed according to guidelines?[questions 16, 17, 18 and 19]",,"sur les 5 derniers cas tb sous anti-tb, combien parmi eux le dosage concorde avec le poids?",5.0,5.0,treatment
kinazi cs,no,health center,ct,2021-2022,southern,ruhango_district,"are tb patients early initiated on tb treatment and on art (if indicated), and their bacteriological control performed according to guidelines?[questions 16, 17, 18 and 19]",,"sur les 5 derniers patients tpb+, combien ont tous les examens de contrôle bacilloscopique réalisés selon les normes du programme (fin de la phase intensive, au cours du 5 mois et a la fin du 5ieme mois , à la fin du traitement)?",3.0,4.0,treatment
